id,created_at,kind,case_type,severity,status,pickup_zone_id,pickup_name,pickup_ref,pickup_lat,pickup_lng,hospital_id,assigned_vehicle_id,assigned_driver_id,distance_km,eta_to_pickup_min,eta_min,patients_count,event_tag,source,synthetic
SIM-001973,2026-06-29T15:17:13.219Z,medical,General,Normal,COMPLETED,zone-sonari,JRD Tata Sports Complex,loc-jrd,22.7746,86.1496,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-4,sim-drv-sonari-4,7.77,10.4,14.1,1,,SIM_SEED,True
SIM-007755,2023-05-05T20:58:10.876Z,medical,General,Normal,COMPLETED,zone-sakchi,Sakchi Heritage Quarters,loc-sakchi-heritage-quarters,22.8027,86.2034,hosp-jrd-family-health-clinic,sim-veh-sakchi-amb-4,sim-drv-sakchi-4,5.74,9,6,1,,SIM_SEED,True
SIM-003199,2024-05-04T05:08:15.531Z,medical,Pediatric,Normal,COMPLETED,zone-kadma,Sonari Blood Bank,loc-sonari-blood-bank,22.8,86.156,hosp-iron-valley-children-s-clinic,sim-veh-kadma-amb-5,sim-drv-kadma-5,3.84,4.3,7.5,1,,SIM_SEED,True
SIM-001472,2024-02-06T17:37:29.770Z,medical,Pediatric,Normal,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.7994,86.1886,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,1.14,1.8,2.1,1,,SIM_SEED,True
SIM-003239,2021-12-07T20:23:26.379Z,medical,General,Normal,COMPLETED,zone-sonari,Subarnarekha Riverfront Park,loc-subarnarekha-riverfront-park,22.7806,86.1586,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-5,sim-drv-sonari-5,4.46,5.6,7,1,,SIM_SEED,True
SIM-003071,2021-11-02T06:26:55.736Z,fire,,Urgent,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.771,86.208,,sim-veh-factory-fire-6,sim-drv-factory-6,0.98,1.8,1.8,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-005753,2023-07-04T09:33:28.038Z,medical,General,Normal,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.7762,86.2147,hosp-steel-city-general-hospital,sim-veh-factory-amb-3,sim-drv-factory-3,1.45,4.1,3.1,1,,SIM_SEED,True
SIM-006993,2023-03-13T19:44:52.049Z,medical,Trauma,Urgent,COMPLETED,zone-factory,Fuel Station Depot,loc-fuel,22.7791,86.2185,hosp-tata-steel-advanced-multi-spec,sim-veh-factory-amb-1,sim-drv-factory-1,5.24,10.1,4.1,3,,SIM_SEED,True
SIM-008530,2023-03-26T20:45:10.904Z,fire,,Normal,COMPLETED,zone-sakchi,DBMS College,loc-dbms,22.7978,86.197,,sim-veh-sakchi-fire-4,sim-drv-sakchi-4,0.4,0.8,0.4,1,,SIM_SEED,True
SIM-003694,2025-04-22T00:44:28.507Z,fire,,Urgent,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residenc,22.7764,86.2038,,sim-veh-factory-fire-5,sim-drv-factory-5,2.16,3.4,3.4,2,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-002095,2022-06-18T03:30:17.784Z,fire,,Normal,COMPLETED,zone-sakchi,Burma Mines,loc-burma,22.8051,86.2351,,sim-veh-sakchi-fire-1,sim-drv-sakchi-1,3.06,6.5,6.5,1,,SIM_SEED,True
SIM-000570,2023-08-18T14:46:32.474Z,medical,Cardiac,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-1,sim-drv-sonari-1,4,5,7.6,1,,SIM_SEED,True
SIM-000812,2024-08-02T17:38:16.970Z,medical,Trauma,Urgent,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7942,86.1719,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,1.1,1.7,2.1,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-000857,2025-10-15T23:40:12.839Z,medical,Trauma,Urgent,COMPLETED,zone-kadma,Iron Grid Electrical Power House,loc-iron-grid-electrical-power-hou,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,1.19,2.4,2.4,1,,SIM_SEED,True
SIM-001982,2024-01-03T04:05:26.461Z,medical,Maternity,Normal,COMPLETED,zone-kadma,Iron Valley Student Residence,loc-iron-valley-student-residence,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,1.01,2.1,2.1,1,,SIM_SEED,True
SIM-008823,2025-12-26T20:00:40.464Z,blood,,Urgent,COMPLETED,zone-sakchi,Sakchi Quarters,loc-sakchi,22.8063,86.2081,,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,0.83,2,1.6,1,,SIM_SEED,True
SIM-002386,2022-02-24T15:43:42.020Z,medical,Maternity,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.786,86.164,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-2,sim-drv-sonari-2,2.29,1.9,4.3,1,,SIM_SEED,True
SIM-003078,2024-02-21T11:24:53.547Z,medical,General,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.786,86.164,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-4,sim-drv-sonari-4,0.66,0.8,1.1,1,,SIM_SEED,True
SIM-003296,2022-06-07T22:04:52.181Z,medical,General,Critical,COMPLETED,zone-sonari,Telco Colony,loc-telco,22.7847,86.1301,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-2,sim-drv-sonari-2,13.16,21.4,28.1,1,,SIM_SEED,True
SIM-004781,2024-08-02T17:38:16.970Z,medical,Trauma,Urgent,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7942,86.1719,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-2,sim-drv-kadma-2,1.1,1.7,2.1,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-005856,2023-06-17T17:24:49.959Z,medical,Pediatric,Normal,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7912,86.1679,hosp-sakchi-community-hospital,sim-veh-kadma-amb-3,sim-drv-kadma-3,4.61,7.9,6.6,1,,SIM_SEED,True
SIM-003154,2022-08-09T08:31:17.893Z,medical,General,Normal,COMPLETED,zone-kadma,Little Steel Foundation School,loc-little-steel-foundation-school,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-5,sim-drv-kadma-5,1.12,1.8,1.8,1,,SIM_SEED,True
SIM-003123,2022-12-06T11:26:04.217Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Beldih Club (Banquet),loc-beldih,22.8016,86.1902,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,1.6,1.7,3.1,1,,SIM_SEED,True
SIM-002124,2022-08-05T11:46:47.414Z,medical,General,Critical,COMPLETED,zone-sonari,XLRI Jamshedpur,loc-xlri,22.7783,86.1442,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,9.49,13.7,17.8,4,,SIM_SEED,True
SIM-005834,2023-05-21T21:08:49.761Z,blood,,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7893,86.1682,,sim-veh-sonari-amb-5,sim-drv-sonari-5,1.02,2.3,1.4,1,,SIM_SEED,True
SIM-002255,2022-03-24T16:24:37.342Z,medical,General,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverfront Park,loc-subarnarekha-riverfront-park,22.7806,86.1586,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-1,sim-drv-sonari-1,5.56,9.3,11.1,1,,SIM_SEED,True
SIM-000941,2024-03-15T13:43:16.060Z,medical,General,Normal,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8057,86.2043,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,1.5,2.7,3.1,1,,SIM_SEED,True
SIM-008347,2026-03-19T07:52:02.294Z,medical,Cardiac,Critical,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7683,86.2045,hosp-subarnarekha-super-speciality-,sim-veh-factory-amb-1,sim-drv-factory-1,4.96,12.7,5.5,1,,SIM_SEED,True
SIM-004163,2022-11-23T17:51:23.388Z,fire,,Urgent,COMPLETED,zone-factory,Central Workshop,loc-workshop,22.7665,86.2151,,sim-veh-factory-fire-6,sim-drv-factory-6,1.24,2.4,2.4,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-004688,2023-02-19T08:17:22.386Z,fire,,Normal,COMPLETED,zone-kadma,Sonari Aerodrome,loc-aerodrome,22.8123,86.1689,,sim-veh-kadma-fire-4,sim-drv-kadma-4,2.23,4.4,4.4,1,,SIM_SEED,True
SIM-000691,2022-11-12T09:46:05.731Z,medical,Cardiac,Urgent,COMPLETED,zone-bistupur,Tata Steel Gymkhana,loc-gymkhana,22.8026,86.1861,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,0.6,0.6,1.2,1,,SIM_SEED,True
SIM-001073,2024-07-21T01:15:50.691Z,fire,,Critical,COMPLETED,zone-factory,Steel City Meat and Poultry Market,loc-steel-city-meat-and-poultry-ma,22.768,86.2122,,sim-veh-factory-fire-6,sim-drv-factory-6,1.84,3.4,3.4,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-003318,2024-07-28T15:36:00.300Z,medical,Trauma,Urgent,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residenc,22.7764,86.2038,hosp-steel-city-general-hospital,sim-veh-factory-amb-7,sim-drv-factory-7,1.82,3,3.3,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-006182,2025-09-02T07:41:34.205Z,blood,,Normal,COMPLETED,zone-bistupur,Tata Steel Gymkhana,loc-gymkhana,22.7981,86.1816,,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,1.14,1.9,1.4,1,,SIM_SEED,True
SIM-000698,2025-07-20T01:45:40.708Z,blood,,Critical,COMPLETED,zone-sonari,Subarnarekha Riverfront Park,loc-subarnarekha-riverfront-park,22.7806,86.1586,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-4,sim-drv-sonari-4,4.56,5.9,7.4,1,,SIM_SEED,True
SIM-008781,2025-10-02T13:44:14.441Z,medical,Maternity,Normal,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.8004,86.18,hosp-jubilee-care-hospital,sim-veh-kadma-amb-3,sim-drv-kadma-3,0.77,2,0.9,2,,SIM_SEED,True
SIM-002408,2025-04-20T12:36:09.560Z,fire,,Normal,COMPLETED,zone-sonari,NIT Jamshedpur,loc-nit,22.7771,86.1449,,sim-veh-sonari-fire-4,sim-drv-sonari-4,6.6,10.6,10.6,1,,SIM_SEED,True
SIM-003149,2025-08-20T15:36:31.338Z,medical,General,Normal,COMPLETED,zone-factory,Fuel Station Depot,loc-fuel,22.7732,86.2012,hosp-steel-city-general-hospital,sim-veh-factory-amb-6,sim-drv-factory-6,1.89,2.7,3.6,1,,SIM_SEED,True
SIM-003763,2022-09-09T07:01:08.208Z,medical,Maternity,Critical,COMPLETED,zone-factory,Tata Township Energy Center,loc-tata-township-energy-center,22.774,86.2062,hosp-jubilee-care-hospital,sim-veh-factory-amb-4,sim-drv-factory-4,4.3,1.8,7,1,,SIM_SEED,True
SIM-000632,2024-02-21T14:10:23.760Z,medical,Pediatric,Critical,COMPLETED,zone-factory,Central Workshop,loc-workshop,22.7665,86.2151,hosp-sakchi-community-hospital,sim-veh-factory-amb-1,sim-drv-factory-1,4.98,2.2,9.1,1,,SIM_SEED,True
SIM-007645,2024-05-22T01:21:08.683Z,blood,,Normal,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7799,86.2196,,sim-veh-factory-amb-4,sim-drv-factory-4,4.22,8.5,7.6,1,,SIM_SEED,True
SIM-010122,2023-07-13T23:03:58.999Z,medical,Respiratory,Urgent,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7867,86.1649,hosp-millennium-women-s-care-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,4.66,10.5,6.7,1,,SIM_SEED,True
SIM-004897,2022-09-09T07:01:08.208Z,medical,Maternity,Critical,COMPLETED,zone-factory,Tata Township Energy Center,loc-tata-township-energy-center,22.774,86.2062,hosp-jubilee-care-hospital,sim-veh-factory-amb-2,sim-drv-factory-2,4.3,1.8,7,1,,SIM_SEED,True
SIM-003098,2026-04-16T14:01:27.342Z,medical,General,Normal,COMPLETED,zone-sakchi,DBMS College,loc-dbms,22.8061,86.2055,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-4,sim-drv-sakchi-4,1.33,2.3,2.8,1,,SIM_SEED,True
SIM-007473,2023-06-23T21:40:42.353Z,medical,Cardiac,Critical,COMPLETED,zone-bistupur,Keenan Stadium,loc-keenan,22.8061,86.192,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,0.91,1.5,1.3,2,,SIM_SEED,True
SIM-002057,2023-01-20T05:38:53.615Z,medical,General,Urgent,COMPLETED,zone-sonari,XLRI Jamshedpur,loc-xlri,22.7783,86.1442,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-3,sim-drv-sonari-3,8.32,10.4,14,1,,SIM_SEED,True
SIM-004125,2022-08-24T09:37:45.885Z,medical,Cardiac,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-1,sim-drv-sonari-1,5.07,7.8,10.7,1,,SIM_SEED,True
SIM-002838,2023-08-18T14:46:32.474Z,medical,Cardiac,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarter,22.7818,86.1694,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-4,sim-drv-sonari-4,4,5,7.6,1,,SIM_SEED,True
SIM-005569,2025-10-16T16:10:02.982Z,medical,Maternity,Normal,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7771,86.1525,hosp-jubilee-care-hospital,sim-veh-sonari-amb-1,sim-drv-sonari-1,4.43,6.7,4.2,1,,SIM_SEED,True
SIM-010444,2023-07-11T11:15:10.343Z,medical,Pediatric,Normal,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7971,86.1756,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,0.81,1.8,1.1,1,,SIM_SEED,True
SIM-002931,2023-12-24T08:45:59.917Z,medical,General,Normal,COMPLETED,zone-kadma,Township Central Super Bazaar,loc-township-central-super-bazaar,22.796,86.1713,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-2,sim-drv-kadma-2,1.94,3,3.7,1,,SIM_SEED,True
SIM-003211,2025-01-31T23:34:51.849Z,medical,General,Critical,COMPLETED,zone-sakchi,Mango Bus Stand,loc-mango,22.8331,86.2081,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,7.38,9.1,14.9,1,,SIM_SEED,True
SIM-008184,2023-07-06T15:59:19.953Z,medical,Trauma,Critical,COMPLETED,zone-sakchi,Hotel Sonnet,loc-sonnet,22.8078,86.21,hosp-subarnarekha-super-speciality-,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,4.91,8.9,5.7,1,,SIM_SEED,True
SIM-006452,2025-05-20T18:52:42.361Z,medical,Maternity,Urgent,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8052,86.2066,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,1.32,3.7,3.2,1,,SIM_SEED,True
SIM-004788,2023-11-07T10:24:59.675Z,medical,Trauma,Normal,COMPLETED,zone-factory,Central Workshop,loc-workshop,22.7665,86.2151,hosp-foundry-area-medical-centre,sim-veh-factory-amb-5,sim-drv-factory-5,2.62,2.8,4.2,1,,SIM_SEED,True
SIM-002026,2022-06-30T22:16:36.577Z,medical,Trauma,Urgent,COMPLETED,zone-kadma,Iron Valley Student Residence,loc-iron-valley-student-residence,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-2,sim-drv-kadma-2,0.5,0.9,0.9,2,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-004555,2021-12-02T18:57:31.347Z,fire,,Urgent,COMPLETED,zone-factory,Tata Township Energy Center,loc-tata-township-energy-center,22.774,86.2062,,sim-veh-factory-fire-2,sim-drv-factory-2,1.73,3.2,3.2,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-002404,2022-04-14T18:57:43.053Z,fire,,Critical,COMPLETED,zone-factory,Central Workshop,loc-workshop,22.7665,86.2151,,sim-veh-factory-fire-5,sim-drv-factory-5,2.14,3.6,3.6,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-010832,2025-06-17T08:33:34.848Z,medical,Trauma,Normal,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.7717,86.209,hosp-tata-steel-advanced-multi-spec,sim-veh-factory-amb-2,sim-drv-factory-2,5.06,15.9,8.3,1,,SIM_SEED,True
SIM-004119,2025-08-13T22:00:08.780Z,medical,General,Urgent,COMPLETED,zone-sonari,JRD Tata Sports Complex,loc-jrd,22.7746,86.1496,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-5,sim-drv-sonari-5,8.65,11.4,15,3,,SIM_SEED,True
SIM-001614,2022-03-11T01:15:17.476Z,medical,General,Urgent,COMPLETED,zone-kadma,Kadma Market,loc-kadmamkt,22.7951,86.1722,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-5,sim-drv-kadma-5,1.81,2.6,3,1,,SIM_SEED,True
SIM-005872,2023-06-25T11:37:03.881Z,blood,,Normal,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7972,86.1757,,sim-veh-kadma-amb-4,sim-drv-kadma-4,0.4,0.8,0.6,1,,SIM_SEED,True
SIM-005984,2024-11-11T18:57:31.657Z,fire,,Urgent,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8134,86.2173,,sim-veh-sakchi-fire-4,sim-drv-sakchi-4,4.07,11.3,7.3,1,DIWALI_FIRE_SEASON,SIM_SEED,True
SIM-006660,2024-09-13T08:01:32.214Z,blood,,Normal,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.809,86.1957,,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,4.8,10.2,5.3,1,,SIM_SEED,True
SIM-000827,2021-12-30T17:46:13.684Z,medical,General,Normal,COMPLETED,zone-sakchi,Golmuri Circle,loc-golmuri,22.8001,86.2201,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,3.9,5.9,7.7,1,,SIM_SEED,True
SIM-003311,2024-01-08T20:48:17.315Z,medical,Maternity,Critical,COMPLETED,zone-kadma,Sonari Blood Bank,loc-sonari-blood-bank,22.8,86.156,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-2,sim-drv-kadma-2,4.63,4.4,7.6,1,,SIM_SEED,True
SIM-000123,2024-05-03T17:02:55.623Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,JRD Tata Cultural Auditorium,loc-jrd-tata-cultural-auditorium,22.7958,86.1802,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,2.44,2.8,4,1,,SIM_SEED,True
SIM-006526,2023-11-18T09:07:29.945Z,fire,,Normal,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7709,86.2079,,sim-veh-factory-fire-1,sim-drv-factory-1,3.61,10.4,7,1,DIWALI_FIRE_SEASON,SIM_SEED,True
SIM-004290,2024-10-09T10:27:23.451Z,medical,General,Normal,COMPLETED,zone-sakchi,DBMS College,loc-dbms,22.8061,86.2055,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-1,sim-drv-sakchi-1,1.89,2.8,3.2,1,,SIM_SEED,True
SIM-009679,2023-06-10T09:53:39.461Z,blood,,Normal,COMPLETED,zone-bistupur,Bistupur Quarters,loc-bistupur,22.7993,86.1832,,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,4.97,11.6,5.8,1,,SIM_SEED,True
SIM-003548,2021-07-31T03:17:57.739Z,medical,Pediatric,Urgent,COMPLETED,zone-kadma,Kadma Market,loc-kadmamkt,22.7951,86.1722,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-4,sim-drv-kadma-4,1.68,3.1,3.6,1,,SIM_SEED,True
SIM-002125,2021-09-25T15:38:03.546Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,JRD Tata Cultural Auditorium,loc-jrd-tata-cultural-auditorium,22.7958,86.1802,hosp-subarnarekha-super-speciality-,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,2.94,3.7,4.9,1,,SIM_SEED,True
SIM-007028,2024-02-06T19:39:42.888Z,fire,,Critical,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8127,86.2164,,sim-veh-sakchi-fire-4,sim-drv-sakchi-4,5.03,13.1,8.2,1,,SIM_SEED,True
SIM-006332,2023-03-03T02:22:18.938Z,medical,Trauma,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7784,86.1541,hosp-tata-steel-advanced-multi-spec,sim-veh-sonari-amb-1,sim-drv-sonari-1,4.18,7.9,3.5,1,,SIM_SEED,True
SIM-009931,2023-04-08T07:53:15.223Z,fire,,Normal,COMPLETED,zone-factory,Fuel Station Depot,loc-fuel,22.7633,86.198,,sim-veh-factory-fire-4,sim-drv-factory-4,5.77,17.7,13.1,1,,SIM_SEED,True
SIM-002317,2024-09-21T00:15:25.082Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Beldih Club (Banquet),loc-beldih,22.8016,86.1902,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,2.1,2.3,3.5,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-002049,2026-03-09T05:04:16.482Z,medical,Pediatric,Critical,COMPLETED,zone-sakchi,Steel City Family Bistro,loc-steel-city-family-bistro,22.8087,86.2027,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,2.76,3.1,5.7,1,,SIM_SEED,True
SIM-002587,2022-08-09T08:31:17.893Z,medical,General,Normal,COMPLETED,zone-kadma,Little Steel Foundation School,loc-little-steel-foundation-school,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,1.12,1.8,1.8,1,,SIM_SEED,True
SIM-007197,2024-12-22T09:22:42.076Z,medical,Cardiac,Urgent,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7773,86.2163,hosp-subarnarekha-super-speciality-,sim-veh-factory-amb-2,sim-drv-factory-2,6.39,16.5,11.4,1,,SIM_SEED,True
SIM-001364,2025-05-03T08:16:23.195Z,fire,,Normal,COMPLETED,zone-factory,The Foundry Heritage Restaurant,loc-the-foundry-heritage-restauran,22.7668,86.2134,,sim-veh-factory-fire-3,sim-drv-factory-3,1.23,2.6,2.6,3,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-007731,2025-09-16T00:28:53.236Z,fire,,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7774,86.1529,,sim-veh-sonari-fire-2,sim-drv-sonari-2,0.41,0.8,0.4,1,,SIM_SEED,True
SIM-006478,2023-05-10T15:36:35.528Z,medical,Maternity,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7931,86.1732,hosp-millennium-women-s-care-clinic,sim-veh-sonari-amb-3,sim-drv-sonari-3,3.92,7.4,3.8,2,,SIM_SEED,True
SIM-000860,2026-04-23T12:22:26.857Z,medical,Trauma,Normal,COMPLETED,zone-factory,Tata Township Community Centre,loc-tata-township-community-centre,22.7728,86.2074,hosp-foundry-area-medical-centre,sim-veh-factory-amb-5,sim-drv-factory-5,1.59,2.3,2.6,1,,SIM_SEED,True
SIM-003758,2023-01-20T05:38:53.615Z,medical,General,Urgent,COMPLETED,zone-sonari,XLRI Jamshedpur,loc-xlri,22.7783,86.1442,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-4,sim-drv-sonari-4,8.32,10.4,14,1,,SIM_SEED,True
SIM-005898,2024-06-17T19:56:29.108Z,medical,Trauma,Urgent,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7835,86.1607,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-5,sim-drv-sonari-5,1.79,3.1,1.5,1,,SIM_SEED,True
SIM-004189,2024-11-25T12:28:40.467Z,medical,General,Normal,COMPLETED,zone-factory,Steel City Meat and Poultry Market,loc-steel-city-meat-and-poultry-ma,22.768,86.2122,hosp-blue-furnace-dental-clinic,sim-veh-factory-amb-6,sim-drv-factory-6,1.95,3.2,3.5,1,,SIM_SEED,True
SIM-008614,2024-11-20T21:10:41.830Z,fire,,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarters,22.7843,86.1618,,sim-veh-sonari-fire-6,sim-drv-sonari-6,1.48,4.7,3.2,1,DIWALI_FIRE_SEASON,SIM_SEED,True
SIM-002457,2023-12-31T02:35:13.571Z,medical,Cardiac,Urgent,COMPLETED,zone-sakchi,Blue Wave Aquatic Sports Complex,loc-blue-wave-aquatic-sports-compl,22.8075,86.2039,hosp-tata-steel-advanced-multi-spec,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,3.83,3.1,6.8,1,NEW_YEAR_EVE,SIM_SEED,True
SIM-004705,2024-12-14T16:49:35.120Z,medical,Maternity,Urgent,COMPLETED,zone-bistupur,Titan Health and Fitness Club,loc-titan-health-and-fitness-club,22.8018,86.1862,hosp-township-maternity-clinic,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,0.34,0.5,0.5,1,,SIM_SEED,True
SIM-000261,2025-10-02T13:58:03.010Z,blood,,Critical,COMPLETED,zone-bistupur,Jubilee Heritage Cinema,loc-jubilee-heritage-cinema,22.8066,86.1814,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,2.1,3,3.6,1,,SIM_SEED,True
SIM-005961,2025-11-21T21:13:49.768Z,medical,General,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7852,86.163,hosp-sakchi-community-hospital,sim-veh-sonari-amb-1,sim-drv-sonari-1,5.93,15.7,10.6,1,,SIM_SEED,True
SIM-004790,2022-09-09T18:01:02.109Z,medical,General,Normal,COMPLETED,zone-sonari,JRD Tata Sports Complex,loc-jrd,22.7746,86.1496,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-1,sim-drv-sonari-1,6.73,8.8,12.6,1,,SIM_SEED,True
SIM-002133,2021-09-28T03:48:06.304Z,medical,General,Urgent,COMPLETED,zone-sakchi,Blue Wave Aquatic Sports Complex,loc-blue-wave-aquatic-sports-compl,22.8075,86.2039,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-4,sim-drv-sakchi-4,1.05,1.8,1.8,1,,SIM_SEED,True
